froi,size,subject,effect
LIFG_orb,0.1400932325208623,067,N
LIFG,-0.02291994850854164,067,N
LMFG,-0.5009757644232499,067,N
LAntTemp,0.28616671018965273,067,N
LPostTemp,0.13785939438241546,067,N
LAngG,-0.6468496877733652,067,N
LIFG_orb,1.296288600936946,068,S
LIFG,0.5429631852371898,068,S
LMFG,1.0520086500619072,068,S
LAntTemp,0.4764351871237998,068,S
LPostTemp,1.5052956218790747,068,S
LAngG,-0.1783201515450151,068,S
LIFG_orb,1.048872176305414,068,W
LIFG,-0.039034193791516146,068,W
LMFG,0.47415916237514466,068,W
LAntTemp,0.5900985791687728,068,W
LPostTemp,1.4169923872821897,068,W
LAngG,0.32190002075832774,068,W
LIFG_orb,0.5584316673147959,068,N
LIFG,-0.4399096234624922,068,N
LMFG,-0.20421080033217245,068,N
LAntTemp,0.05601824690936016,068,N
LPostTemp,1.3395897914297825,068,N
LAngG,-0.011692032100515318,068,N
LIFG_orb,0.7524834924598321,019,S
LIFG,0.6197683949345903,019,S
LMFG,0.4726986169007432,019,S
LAntTemp,1.5448969476164092,019,S
LPostTemp,1.3533126917917386,019,S
LAngG,1.7722051275541653,019,S
LIFG_orb,0.3350056682524188,019,W
LIFG,0.42874395862782716,019,W
LMFG,0.23891898802442788,019,W
LAntTemp,0.8043371310356903,019,W
LPostTemp,0.8743388291728427,019,W
LAngG,0.7518783171665393,019,W
LIFG_orb,-0.01982981657746431,019,N
LIFG,-0.007862441305577986,019,N
LMFG,-0.11823822940884081,019,N
LAntTemp,0.3673999129788245,019,N
LPostTemp,0.19248691969213713,019,N
LAngG,0.47389600677667437,019,N
LIFG_orb,2.267614523183276,070,S
LIFG,0.9835832763143236,070,S
LMFG,0.7665819387232963,070,S
LAntTemp,2.0280838439514786,070,S
LPostTemp,2.9508873659955417,070,S
LAngG,2.569814573671367,070,S
LIFG_orb,2.037878979395947,070,W
LIFG,0.782739660856908,070,W
LMFG,0.4704539330056529,070,W
LAntTemp,0.870387711681991,070,W
LPostTemp,2.084606158884539,070,W
LAngG,2.037402408134595,070,W
LIFG_orb,1.3201887705553401,070,N
LIFG,0.25982576724522216,070,N
LMFG,-0.07852936262618944,070,N
LAntTemp,0.5916838838953759,070,N
LPostTemp,1.2600932253079244,070,N
LAngG,2.0065147352765673,070,N
LIFG_orb,1.1694455514073292,087,S
LIFG,0.9490903759894532,087,S
LMFG,0.2569023376063342,087,S
LAntTemp,1.49421775436054,087,S
LPostTemp,1.1865218093861705,087,S
LAngG,1.96011028509285,087,S
LIFG_orb,0.8180822471498307,087,W
LIFG,0.5881329458436848,087,W
LMFG,-0.10448295505254161,087,W
LAntTemp,1.131810439790406,087,W
LPostTemp,0.8662701196752597,087,W
LAngG,1.3327062534386511,087,W
LIFG_orb,0.3924325246377342,087,N
LIFG,0.14654253415884105,087,N
LMFG,-0.5857202994617788,087,N
LAntTemp,0.5101078005637638,087,N
LPostTemp,0.5809582455583132,087,N
LAngG,0.46463397082553853,087,N
LIFG_orb,0.9933523425405798,078,S
LIFG,0.9008639820673169,078,S
LMFG,0.5311295491143634,078,S
LAntTemp,0.7316607403136824,078,S
LPostTemp,1.143741818225902,078,S
LAngG,0.7750120722134975,078,S
LIFG_orb,1.0377262727285643,078,W
LIFG,0.7052501149237475,078,W
LMFG,0.34671654437731075,078,W
LAntTemp,0.7281435365696346,078,W
LPostTemp,1.020474327188255,078,W
LAngG,0.947934313668861,078,W
LIFG_orb,0.3496798275843344,078,N
LIFG,-0.2700209283114123,078,N
LMFG,-0.4470101034845963,078,N
LAntTemp,0.1770065501458137,078,N
LPostTemp,0.47735327434982516,078,N
LAngG,0.2348025969212858,078,N
LIFG_orb,1.1034729479808918,089,S
LIFG,0.5386790669323884,089,S
LMFG,0.45119581611894927,089,S
LAntTemp,1.0512425277113646,089,S
LPostTemp,3.3301284071327983,089,S
LAngG,2.1585791409015656,089,S
LIFG_orb,0.6141721202662983,089,W
LIFG,0.31027650329034767,089,W
LMFG,0.08833148989363811,089,W
LAntTemp,0.40268388147327444,089,W
LPostTemp,2.4813663895795313,089,W
LAngG,1.3251696301808764,089,W
LIFG_orb,0.06721393955272756,089,N
LIFG,-0.16439892728563874,089,N
LMFG,-0.2843925876004505,089,N
LAntTemp,-0.21524892465488332,089,N
LPostTemp,1.5313419139795545,089,N
LAngG,0.32759625390004204,089,N
LIFG_orb,1.1185144369841604,076,S
LIFG,-0.08726144664119734,076,S
LMFG,0.41004418965409667,076,S
LAntTemp,1.2329936862319104,076,S
LPostTemp,2.346010940908657,076,S
LAngG,-0.6699547296272472,076,S
LIFG_orb,0.8222058842907916,076,W
LIFG,-0.33630414441282525,076,W
LMFG,-0.3248097390217784,076,W
LAntTemp,0.864990431160943,076,W
LPostTemp,2.5693251768639986,076,W
LAngG,-1.181983591887999,076,W
LIFG_orb,0.12772661810695948,076,N
LIFG,-0.46525924021968385,076,N
LMFG,-0.9049963656192025,076,N
LAntTemp,0.6686720769705046,076,N
LPostTemp,0.8001025240544392,076,N
LAngG,-0.999475781797423,076,N
