task1,task2,localizer1,localizer2,froi1,froi2,overlap,subject
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,10,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,10,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,10,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,10,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,10,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,10,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,10,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,10,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,10,10,0.14655172413793102,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,10,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,11,1,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,11,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,11,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,11,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,11,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,11,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,11,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,11,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,11,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,11,10,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,Sem_sentminusPerc_sent,11,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,1,1,0.11797752808988764,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,1,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,1,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,1,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,1,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,1,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,1,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,1,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,1,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,1,10,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,1,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,2,1,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,2,2,0.03017241379310345,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,2,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,2,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,2,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,2,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,2,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,2,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,2,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,2,10,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,2,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,3,1,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,3,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,3,3,0.1464088397790055,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,3,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,3,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,3,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,3,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,3,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,3,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,3,10,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,3,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,4,1,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,4,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,4,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,4,4,0.056,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,4,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,4,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,4,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,4,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,4,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,4,10,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,4,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,5,1,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,5,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,5,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,5,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,5,5,0.07203389830508475,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,5,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,5,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,5,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,5,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,5,10,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,5,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,6,1,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,6,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,6,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,6,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,6,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,6,6,0.04591836734693878,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,6,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,6,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,6,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,6,10,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,6,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,7,1,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,7,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,7,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,7,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,7,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,7,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,7,7,0.10869565217391304,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,7,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,7,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,7,10,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,7,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,8,1,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,8,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,8,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,8,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,8,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,8,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,8,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,8,8,0.018691588785046728,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,8,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,8,10,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,8,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,9,1,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,9,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,9,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,9,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,9,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,9,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,9,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,9,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,9,9,0.015384615384615385,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,9,10,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,9,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,10,1,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,10,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,10,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,10,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,10,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,10,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,10,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,10,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,10,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,10,10,0.0603448275862069,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,10,11,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,11,1,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,11,2,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,11,3,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,11,4,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,11,5,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,11,6,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,11,7,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,11,8,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,11,9,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,11,10,0.0,019
EventsOrig,EventsOrig,Sem_photominusPerc_photo,SemMinusPercBothMax,11,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,1,1,0.0898876404494382,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,1,2,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,1,3,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,1,4,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,1,5,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,1,6,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,1,7,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,1,8,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,1,9,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,1,10,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,1,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,2,1,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,2,2,0.09051724137931035,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,2,3,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,2,4,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,2,5,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,2,6,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,2,7,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,2,8,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,2,9,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,2,10,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,2,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,3,1,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,3,2,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,3,3,0.15193370165745856,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,3,4,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,3,5,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,3,6,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,3,7,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,3,8,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,3,9,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,3,10,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,3,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,4,1,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,4,2,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,4,3,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,4,4,0.024,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,4,5,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,4,6,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,4,7,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,4,8,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,4,9,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,4,10,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,4,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,5,1,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,5,2,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,5,3,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,5,4,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,5,5,0.0635593220338983,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,5,6,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,5,7,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,5,8,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,5,9,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,5,10,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,5,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,6,1,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,6,2,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,6,3,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,6,4,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,6,5,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,6,6,0.1683673469387755,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,6,7,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,6,8,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,6,9,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,6,10,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,6,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,7,1,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,7,2,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,7,3,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,7,4,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,7,5,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,7,6,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,7,7,0.03260869565217391,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,7,8,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,7,9,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,7,10,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,7,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,8,1,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,8,2,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,8,3,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,8,4,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,8,5,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,8,6,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,8,7,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,8,8,0.02336448598130841,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,8,9,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,8,10,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,8,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,9,1,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,9,2,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,9,3,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,9,4,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,9,5,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,9,6,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,9,7,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,9,8,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,9,9,0.08461538461538462,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,9,10,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,9,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,10,1,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,10,2,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,10,3,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,10,4,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,10,5,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,10,6,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,10,7,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,10,8,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,10,9,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,10,10,0.14655172413793102,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,10,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,11,1,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,11,2,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,11,3,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,11,4,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,11,5,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,11,6,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,11,7,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,11,8,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,11,9,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,11,10,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_photominusPerc_photo,11,11,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_sentminusPerc_sent,1,1,0.16292134831460675,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_sentminusPerc_sent,1,2,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_sentminusPerc_sent,1,3,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_sentminusPerc_sent,1,4,0.0,019
EventsOrig,EventsOrig,Sem_sentminusPerc_sent,Sem_sentminusPerc_sent,1,5,0.0,019
