froi1,froi2,overlap,run1,run2,subject
1,7,0.0,1,orth1,056
1,8,0.0,1,orth1,056
1,9,0.0,1,orth1,056
1,10,0.0,1,orth1,056
1,11,0.0,1,orth1,056
2,1,0.0,1,orth1,056
2,2,0.1724137931034483,1,orth1,056
2,3,0.0,1,orth1,056
2,4,0.0,1,orth1,056
2,5,0.0,1,orth1,056
2,6,0.0,1,orth1,056
2,7,0.0,1,orth1,056
2,8,0.0,1,orth1,056
2,9,0.0,1,orth1,056
2,10,0.0,1,orth1,056
2,11,0.0,1,orth1,056
3,1,0.0,1,orth1,056
3,2,0.0,1,orth1,056
3,3,0.16574585635359115,1,orth1,056
3,4,0.0,1,orth1,056
3,5,0.0,1,orth1,056
3,6,0.0,1,orth1,056
3,7,0.0,1,orth1,056
3,8,0.0,1,orth1,056
3,9,0.0,1,orth1,056
3,10,0.0,1,orth1,056
3,11,0.0,1,orth1,056
4,1,0.0,1,orth1,056
4,2,0.0,1,orth1,056
4,3,0.0,1,orth1,056
4,4,0.416,1,orth1,056
4,5,0.0,1,orth1,056
4,6,0.0,1,orth1,056
4,7,0.0,1,orth1,056
4,8,0.0,1,orth1,056
4,9,0.0,1,orth1,056
4,10,0.0,1,orth1,056
4,11,0.0,1,orth1,056
5,1,0.0,1,orth1,056
5,2,0.0,1,orth1,056
5,3,0.0,1,orth1,056
5,4,0.0,1,orth1,056
5,5,0.4830508474576271,1,orth1,056
5,6,0.0,1,orth1,056
5,7,0.0,1,orth1,056
5,8,0.0,1,orth1,056
5,9,0.0,1,orth1,056
5,10,0.0,1,orth1,056
5,11,0.0,1,orth1,056
6,1,0.0,1,orth1,056
6,2,0.0,1,orth1,056
6,3,0.0,1,orth1,056
6,4,0.0,1,orth1,056
6,5,0.0,1,orth1,056
6,6,0.25510204081632654,1,orth1,056
6,7,0.0,1,orth1,056
6,8,0.0,1,orth1,056
6,9,0.0,1,orth1,056
6,10,0.0,1,orth1,056
6,11,0.0,1,orth1,056
7,1,0.0,1,orth1,056
7,2,0.0,1,orth1,056
7,3,0.0,1,orth1,056
7,4,0.0,1,orth1,056
7,5,0.0,1,orth1,056
7,6,0.0,1,orth1,056
7,7,0.4782608695652174,1,orth1,056
7,8,0.0,1,orth1,056
7,9,0.0,1,orth1,056
7,10,0.0,1,orth1,056
7,11,0.0,1,orth1,056
8,1,0.0,1,orth1,056
8,2,0.0,1,orth1,056
8,3,0.0,1,orth1,056
8,4,0.0,1,orth1,056
8,5,0.0,1,orth1,056
8,6,0.0,1,orth1,056
8,7,0.0,1,orth1,056
8,8,0.14018691588785046,1,orth1,056
8,9,0.0,1,orth1,056
8,10,0.0,1,orth1,056
8,11,0.0,1,orth1,056
9,1,0.0,1,orth1,056
9,2,0.0,1,orth1,056
9,3,0.0,1,orth1,056
9,4,0.0,1,orth1,056
9,5,0.0,1,orth1,056
9,6,0.0,1,orth1,056
9,7,0.0,1,orth1,056
9,8,0.0,1,orth1,056
9,9,0.015384615384615385,1,orth1,056
9,10,0.0,1,orth1,056
9,11,0.0,1,orth1,056
10,1,0.0,1,orth1,056
10,2,0.0,1,orth1,056
10,3,0.0,1,orth1,056
10,4,0.0,1,orth1,056
10,5,0.0,1,orth1,056
10,6,0.0,1,orth1,056
10,7,0.0,1,orth1,056
10,8,0.0,1,orth1,056
10,9,0.0,1,orth1,056
10,10,0.3620689655172414,1,orth1,056
10,11,0.0,1,orth1,056
11,1,0.0,1,orth1,056
11,2,0.0,1,orth1,056
11,3,0.0,1,orth1,056
11,4,0.0,1,orth1,056
11,5,0.0,1,orth1,056
11,6,0.0,1,orth1,056
11,7,0.0,1,orth1,056
11,8,0.0,1,orth1,056
11,9,0.0,1,orth1,056
11,10,0.0,1,orth1,056
11,11,0.03636363636363636,1,orth1,056
1,1,0.5056179775280899,2,orth2,056
1,2,0.0,2,orth2,056
1,3,0.0,2,orth2,056
1,4,0.0,2,orth2,056
1,5,0.0,2,orth2,056
1,6,0.0,2,orth2,056
1,7,0.0,2,orth2,056
1,8,0.0,2,orth2,056
1,9,0.0,2,orth2,056
1,10,0.0,2,orth2,056
1,11,0.0,2,orth2,056
2,1,0.0,2,orth2,056
2,2,0.29310344827586204,2,orth2,056
2,3,0.0,2,orth2,056
2,4,0.0,2,orth2,056
2,5,0.0,2,orth2,056
2,6,0.0,2,orth2,056
2,7,0.0,2,orth2,056
2,8,0.0,2,orth2,056
2,9,0.0,2,orth2,056
2,10,0.0,2,orth2,056
2,11,0.0,2,orth2,056
3,1,0.0,2,orth2,056
3,2,0.0,2,orth2,056
3,3,0.3812154696132597,2,orth2,056
3,4,0.0,2,orth2,056
3,5,0.0,2,orth2,056
3,6,0.0,2,orth2,056
3,7,0.0,2,orth2,056
3,8,0.0,2,orth2,056
3,9,0.0,2,orth2,056
3,10,0.0,2,orth2,056
3,11,0.0,2,orth2,056
4,1,0.0,2,orth2,056
4,2,0.0,2,orth2,056
4,3,0.0,2,orth2,056
4,4,0.472,2,orth2,056
4,5,0.0,2,orth2,056
4,6,0.0,2,orth2,056
4,7,0.0,2,orth2,056
4,8,0.0,2,orth2,056
4,9,0.0,2,orth2,056
4,10,0.0,2,orth2,056
4,11,0.0,2,orth2,056
5,1,0.0,2,orth2,056
5,2,0.0,2,orth2,056
5,3,0.0,2,orth2,056
5,4,0.0,2,orth2,056
5,5,0.559322033898305,2,orth2,056
5,6,0.0,2,orth2,056
5,7,0.0,2,orth2,056
5,8,0.0,2,orth2,056
5,9,0.0,2,orth2,056
5,10,0.0,2,orth2,056
5,11,0.0,2,orth2,056
6,1,0.0,2,orth2,056
6,2,0.0,2,orth2,056
6,3,0.0,2,orth2,056
6,4,0.0,2,orth2,056
6,5,0.0,2,orth2,056
6,6,0.3979591836734694,2,orth2,056
6,7,0.0,2,orth2,056
6,8,0.0,2,orth2,056
6,9,0.0,2,orth2,056
6,10,0.0,2,orth2,056
6,11,0.0,2,orth2,056
7,1,0.0,2,orth2,056
7,2,0.0,2,orth2,056
7,3,0.0,2,orth2,056
7,4,0.0,2,orth2,056
7,5,0.0,2,orth2,056
7,6,0.0,2,orth2,056
7,7,0.3695652173913043,2,orth2,056
7,8,0.0,2,orth2,056
7,9,0.0,2,orth2,056
7,10,0.0,2,orth2,056
7,11,0.0,2,orth2,056
8,1,0.0,2,orth2,056
8,2,0.0,2,orth2,056
8,3,0.0,2,orth2,056
8,4,0.0,2,orth2,056
8,5,0.0,2,orth2,056
8,6,0.0,2,orth2,056
8,7,0.0,2,orth2,056
8,8,0.22429906542056074,2,orth2,056
8,9,0.0,2,orth2,056
8,10,0.0,2,orth2,056
8,11,0.0,2,orth2,056
9,1,0.0,2,orth2,056
9,2,0.0,2,orth2,056
9,3,0.0,2,orth2,056
9,4,0.0,2,orth2,056
9,5,0.0,2,orth2,056
9,6,0.0,2,orth2,056
9,7,0.0,2,orth2,056
9,8,0.0,2,orth2,056
9,9,0.03076923076923077,2,orth2,056
9,10,0.0,2,orth2,056
9,11,0.0,2,orth2,056
10,1,0.0,2,orth2,056
10,2,0.0,2,orth2,056
10,3,0.0,2,orth2,056
10,4,0.0,2,orth2,056
10,5,0.0,2,orth2,056
10,6,0.0,2,orth2,056
10,7,0.0,2,orth2,056
10,8,0.0,2,orth2,056
10,9,0.0,2,orth2,056
10,10,0.43103448275862066,2,orth2,056
10,11,0.0,2,orth2,056
11,1,0.0,2,orth2,056
11,2,0.0,2,orth2,056
11,3,0.0,2,orth2,056
11,4,0.0,2,orth2,056
11,5,0.0,2,orth2,056
11,6,0.0,2,orth2,056
11,7,0.0,2,orth2,056
11,8,0.0,2,orth2,056
11,9,0.0,2,orth2,056
11,10,0.0,2,orth2,056
11,11,0.10909090909090909,2,orth2,056
1,1,0.11797752808988764,orth1,1,067
1,2,0.0,orth1,1,067
1,3,0.0,orth1,1,067
1,4,0.0,orth1,1,067
1,5,0.0,orth1,1,067
1,6,0.0,orth1,1,067
1,7,0.0,orth1,1,067
1,8,0.0,orth1,1,067
1,9,0.0,orth1,1,067
1,10,0.0,orth1,1,067
1,11,0.0,orth1,1,067
2,1,0.0,orth1,1,067
2,2,0.02586206896551724,orth1,1,067
2,3,0.0,orth1,1,067
2,4,0.0,orth1,1,067
2,5,0.0,orth1,1,067
2,6,0.0,orth1,1,067
2,7,0.0,orth1,1,067
2,8,0.0,orth1,1,067
2,9,0.0,orth1,1,067
2,10,0.0,orth1,1,067
2,11,0.0,orth1,1,067
3,1,0.0,orth1,1,067
3,2,0.0,orth1,1,067
3,3,0.27071823204419887,orth1,1,067
3,4,0.0,orth1,1,067
3,5,0.0,orth1,1,067
3,6,0.0,orth1,1,067
3,7,0.0,orth1,1,067
3,8,0.0,orth1,1,067
3,9,0.0,orth1,1,067
3,10,0.0,orth1,1,067
3,11,0.0,orth1,1,067
4,1,0.0,orth1,1,067
4,2,0.0,orth1,1,067
4,3,0.0,orth1,1,067
4,4,0.296,orth1,1,067
4,5,0.0,orth1,1,067
4,6,0.0,orth1,1,067
4,7,0.0,orth1,1,067
4,8,0.0,orth1,1,067
4,9,0.0,orth1,1,067
4,10,0.0,orth1,1,067
4,11,0.0,orth1,1,067
5,1,0.0,orth1,1,067
5,2,0.0,orth1,1,067
5,3,0.0,orth1,1,067
5,4,0.0,orth1,1,067
5,5,0.5254237288135594,orth1,1,067
5,6,0.0,orth1,1,067
5,7,0.0,orth1,1,067
5,8,0.0,orth1,1,067
5,9,0.0,orth1,1,067
5,10,0.0,orth1,1,067
5,11,0.0,orth1,1,067
6,1,0.0,orth1,1,067
6,2,0.0,orth1,1,067
6,3,0.0,orth1,1,067
6,4,0.0,orth1,1,067
6,5,0.0,orth1,1,067
6,6,0.29591836734693877,orth1,1,067
6,7,0.0,orth1,1,067
6,8,0.0,orth1,1,067
6,9,0.0,orth1,1,067
6,10,0.0,orth1,1,067
6,11,0.0,orth1,1,067
7,1,0.0,orth1,1,067
7,2,0.0,orth1,1,067
7,3,0.0,orth1,1,067
7,4,0.0,orth1,1,067
7,5,0.0,orth1,1,067
7,6,0.0,orth1,1,067
7,7,0.13043478260869565,orth1,1,067
7,8,0.0,orth1,1,067
7,9,0.0,orth1,1,067
7,10,0.0,orth1,1,067
7,11,0.0,orth1,1,067
8,1,0.0,orth1,1,067
8,2,0.0,orth1,1,067
8,3,0.0,orth1,1,067
8,4,0.0,orth1,1,067
8,5,0.0,orth1,1,067
8,6,0.0,orth1,1,067
8,7,0.0,orth1,1,067
8,8,0.2897196261682243,orth1,1,067
8,9,0.0,orth1,1,067
8,10,0.0,orth1,1,067
8,11,0.0,orth1,1,067
9,1,0.0,orth1,1,067
9,2,0.0,orth1,1,067
9,3,0.0,orth1,1,067
9,4,0.0,orth1,1,067
9,5,0.0,orth1,1,067
9,6,0.0,orth1,1,067
9,7,0.0,orth1,1,067
9,8,0.0,orth1,1,067
9,9,0.046153846153846156,orth1,1,067
9,10,0.0,orth1,1,067
9,11,0.0,orth1,1,067
10,1,0.0,orth1,1,067
10,2,0.0,orth1,1,067
10,3,0.0,orth1,1,067
10,4,0.0,orth1,1,067
10,5,0.0,orth1,1,067
10,6,0.0,orth1,1,067
10,7,0.0,orth1,1,067
10,8,0.0,orth1,1,067
10,9,0.0,orth1,1,067
10,10,0.1896551724137931,orth1,1,067
10,11,0.0,orth1,1,067
11,1,0.0,orth1,1,067
11,2,0.0,orth1,1,067
11,3,0.0,orth1,1,067
11,4,0.0,orth1,1,067
11,5,0.0,orth1,1,067
11,6,0.0,orth1,1,067
11,7,0.0,orth1,1,067
11,8,0.0,orth1,1,067
11,9,0.0,orth1,1,067
11,10,0.0,orth1,1,067
11,11,0.09090909090909091,orth1,1,067
1,1,0.43820224719101125,orth2,2,067
1,2,0.0,orth2,2,067
1,3,0.0,orth2,2,067
1,4,0.0,orth2,2,067
1,5,0.0,orth2,2,067
1,6,0.0,orth2,2,067
1,7,0.0,orth2,2,067
1,8,0.0,orth2,2,067
1,9,0.0,orth2,2,067
1,10,0.0,orth2,2,067
1,11,0.0,orth2,2,067
2,1,0.0,orth2,2,067
2,2,0.1724137931034483,orth2,2,067
2,3,0.0,orth2,2,067
2,4,0.0,orth2,2,067
2,5,0.0,orth2,2,067
2,6,0.0,orth2,2,067
2,7,0.0,orth2,2,067
2,8,0.0,orth2,2,067
2,9,0.0,orth2,2,067
2,10,0.0,orth2,2,067
2,11,0.0,orth2,2,067
3,1,0.0,orth2,2,067
3,2,0.0,orth2,2,067
3,3,0.4419889502762431,orth2,2,067
3,4,0.0,orth2,2,067
3,5,0.0,orth2,2,067
3,6,0.0,orth2,2,067
3,7,0.0,orth2,2,067
3,8,0.0,orth2,2,067
3,9,0.0,orth2,2,067
3,10,0.0,orth2,2,067
3,11,0.0,orth2,2,067
4,1,0.0,orth2,2,067
4,2,0.0,orth2,2,067
4,3,0.0,orth2,2,067
4,4,0.384,orth2,2,067
4,5,0.0,orth2,2,067
4,6,0.0,orth2,2,067
4,7,0.0,orth2,2,067
4,8,0.0,orth2,2,067
4,9,0.0,orth2,2,067
4,10,0.0,orth2,2,067
4,11,0.0,orth2,2,067
5,1,0.0,orth2,2,067
5,2,0.0,orth2,2,067
5,3,0.0,orth2,2,067
5,4,0.0,orth2,2,067
5,5,0.5084745762711864,orth2,2,067
5,6,0.0,orth2,2,067
5,7,0.0,orth2,2,067
5,8,0.0,orth2,2,067
5,9,0.0,orth2,2,067
5,10,0.0,orth2,2,067
5,11,0.0,orth2,2,067
6,1,0.0,orth2,2,067
6,2,0.0,orth2,2,067
6,3,0.0,orth2,2,067
6,4,0.0,orth2,2,067
6,5,0.0,orth2,2,067
6,6,0.2857142857142857,orth2,2,067
6,7,0.0,orth2,2,067
6,8,0.0,orth2,2,067
6,9,0.0,orth2,2,067
6,10,0.0,orth2,2,067
6,11,0.0,orth2,2,067
7,1,0.0,orth2,2,067
7,2,0.0,orth2,2,067
7,3,0.0,orth2,2,067
7,4,0.0,orth2,2,067
7,5,0.0,orth2,2,067
7,6,0.0,orth2,2,067
7,7,0.5217391304347826,orth2,2,067
7,8,0.0,orth2,2,067
7,9,0.0,orth2,2,067
7,10,0.0,orth2,2,067
7,11,0.0,orth2,2,067
8,1,0.0,orth2,2,067
8,2,0.0,orth2,2,067
8,3,0.0,orth2,2,067
8,4,0.0,orth2,2,067
8,5,0.0,orth2,2,067
8,6,0.0,orth2,2,067
8,7,0.0,orth2,2,067
8,8,0.0,orth2,2,067
8,9,0.0,orth2,2,067
8,10,0.0,orth2,2,067
8,11,0.0,orth2,2,067
9,1,0.0,orth2,2,067
9,2,0.0,orth2,2,067
9,3,0.0,orth2,2,067
9,4,0.0,orth2,2,067
9,5,0.0,orth2,2,067
9,6,0.0,orth2,2,067
9,7,0.0,orth2,2,067
9,8,0.0,orth2,2,067
9,9,0.23076923076923078,orth2,2,067
9,10,0.0,orth2,2,067
9,11,0.0,orth2,2,067
10,1,0.0,orth2,2,067
10,2,0.0,orth2,2,067
10,3,0.0,orth2,2,067
10,4,0.0,orth2,2,067
10,5,0.0,orth2,2,067
10,6,0.0,orth2,2,067
10,7,0.0,orth2,2,067
10,8,0.0,orth2,2,067
10,9,0.0,orth2,2,067
10,10,0.1206896551724138,orth2,2,067
10,11,0.0,orth2,2,067
11,1,0.0,orth2,2,067
11,2,0.0,orth2,2,067
11,3,0.0,orth2,2,067
11,4,0.0,orth2,2,067
11,5,0.0,orth2,2,067
11,6,0.0,orth2,2,067
11,7,0.0,orth2,2,067
11,8,0.0,orth2,2,067
11,9,0.0,orth2,2,067
11,10,0.0,orth2,2,067
11,11,0.6545454545454545,orth2,2,067
1,1,0.43820224719101125,1,orth1,067
1,2,0.0,1,orth1,067
1,3,0.0,1,orth1,067
1,4,0.0,1,orth1,067
1,5,0.0,1,orth1,067
1,6,0.0,1,orth1,067
1,7,0.0,1,orth1,067
1,8,0.0,1,orth1,067
1,9,0.0,1,orth1,067
1,10,0.0,1,orth1,067
1,11,0.0,1,orth1,067
2,1,0.0,1,orth1,067
2,2,0.1724137931034483,1,orth1,067
2,3,0.0,1,orth1,067
2,4,0.0,1,orth1,067
2,5,0.0,1,orth1,067
2,6,0.0,1,orth1,067
2,7,0.0,1,orth1,067
2,8,0.0,1,orth1,067
2,9,0.0,1,orth1,067
2,10,0.0,1,orth1,067
2,11,0.0,1,orth1,067
3,1,0.0,1,orth1,067
3,2,0.0,1,orth1,067
3,3,0.4419889502762431,1,orth1,067
3,4,0.0,1,orth1,067
3,5,0.0,1,orth1,067
3,6,0.0,1,orth1,067
3,7,0.0,1,orth1,067
3,8,0.0,1,orth1,067
3,9,0.0,1,orth1,067
3,10,0.0,1,orth1,067
3,11,0.0,1,orth1,067
4,1,0.0,1,orth1,067
4,2,0.0,1,orth1,067
4,3,0.0,1,orth1,067
4,4,0.384,1,orth1,067
4,5,0.0,1,orth1,067
4,6,0.0,1,orth1,067
4,7,0.0,1,orth1,067
4,8,0.0,1,orth1,067
4,9,0.0,1,orth1,067
4,10,0.0,1,orth1,067
4,11,0.0,1,orth1,067
5,1,0.0,1,orth1,067
5,2,0.0,1,orth1,067
5,3,0.0,1,orth1,067
5,4,0.0,1,orth1,067
5,5,0.5084745762711864,1,orth1,067
5,6,0.0,1,orth1,067
5,7,0.0,1,orth1,067
5,8,0.0,1,orth1,067
5,9,0.0,1,orth1,067
5,10,0.0,1,orth1,067
5,11,0.0,1,orth1,067
6,1,0.0,1,orth1,067
6,2,0.0,1,orth1,067
6,3,0.0,1,orth1,067
6,4,0.0,1,orth1,067
6,5,0.0,1,orth1,067
6,6,0.2857142857142857,1,orth1,067
6,7,0.0,1,orth1,067
6,8,0.0,1,orth1,067
6,9,0.0,1,orth1,067
6,10,0.0,1,orth1,067
6,11,0.0,1,orth1,067
7,1,0.0,1,orth1,067
7,2,0.0,1,orth1,067
7,3,0.0,1,orth1,067
7,4,0.0,1,orth1,067
7,5,0.0,1,orth1,067
7,6,0.0,1,orth1,067
7,7,0.5217391304347826,1,orth1,067
7,8,0.0,1,orth1,067
7,9,0.0,1,orth1,067
7,10,0.0,1,orth1,067
7,11,0.0,1,orth1,067
8,1,0.0,1,orth1,067
8,2,0.0,1,orth1,067
8,3,0.0,1,orth1,067
8,4,0.0,1,orth1,067
8,5,0.0,1,orth1,067
8,6,0.0,1,orth1,067
8,7,0.0,1,orth1,067
8,8,0.0,1,orth1,067
8,9,0.0,1,orth1,067
8,10,0.0,1,orth1,067
8,11,0.0,1,orth1,067
9,1,0.0,1,orth1,067
9,2,0.0,1,orth1,067
9,3,0.0,1,orth1,067
9,4,0.0,1,orth1,067
9,5,0.0,1,orth1,067
9,6,0.0,1,orth1,067
9,7,0.0,1,orth1,067
9,8,0.0,1,orth1,067
9,9,0.23076923076923078,1,orth1,067
9,10,0.0,1,orth1,067
9,11,0.0,1,orth1,067
10,1,0.0,1,orth1,067
10,2,0.0,1,orth1,067
10,3,0.0,1,orth1,067
10,4,0.0,1,orth1,067
10,5,0.0,1,orth1,067
10,6,0.0,1,orth1,067
10,7,0.0,1,orth1,067
10,8,0.0,1,orth1,067
10,9,0.0,1,orth1,067
10,10,0.1206896551724138,1,orth1,067
10,11,0.0,1,orth1,067
11,1,0.0,1,orth1,067
11,2,0.0,1,orth1,067
11,3,0.0,1,orth1,067
11,4,0.0,1,orth1,067
11,5,0.0,1,orth1,067
11,6,0.0,1,orth1,067
11,7,0.0,1,orth1,067
11,8,0.0,1,orth1,067
11,9,0.0,1,orth1,067
11,10,0.0,1,orth1,067
11,11,0.6545454545454545,1,orth1,067
1,1,0.11797752808988764,2,orth2,067
1,2,0.0,2,orth2,067
1,3,0.0,2,orth2,067
1,4,0.0,2,orth2,067
1,5,0.0,2,orth2,067
1,6,0.0,2,orth2,067
1,7,0.0,2,orth2,067
1,8,0.0,2,orth2,067
1,9,0.0,2,orth2,067
1,10,0.0,2,orth2,067
1,11,0.0,2,orth2,067
2,1,0.0,2,orth2,067
2,2,0.02586206896551724,2,orth2,067
2,3,0.0,2,orth2,067
2,4,0.0,2,orth2,067
2,5,0.0,2,orth2,067
2,6,0.0,2,orth2,067
2,7,0.0,2,orth2,067
2,8,0.0,2,orth2,067
2,9,0.0,2,orth2,067
2,10,0.0,2,orth2,067
2,11,0.0,2,orth2,067
3,1,0.0,2,orth2,067
3,2,0.0,2,orth2,067
3,3,0.27071823204419887,2,orth2,067
3,4,0.0,2,orth2,067
3,5,0.0,2,orth2,067
3,6,0.0,2,orth2,067
3,7,0.0,2,orth2,067
3,8,0.0,2,orth2,067
3,9,0.0,2,orth2,067
3,10,0.0,2,orth2,067
3,11,0.0,2,orth2,067
4,1,0.0,2,orth2,067
4,2,0.0,2,orth2,067
4,3,0.0,2,orth2,067
4,4,0.296,2,orth2,067
4,5,0.0,2,orth2,067
4,6,0.0,2,orth2,067
4,7,0.0,2,orth2,067
4,8,0.0,2,orth2,067
4,9,0.0,2,orth2,067
4,10,0.0,2,orth2,067
4,11,0.0,2,orth2,067
5,1,0.0,2,orth2,067
5,2,0.0,2,orth2,067
5,3,0.0,2,orth2,067
5,4,0.0,2,orth2,067
5,5,0.5254237288135594,2,orth2,067
5,6,0.0,2,orth2,067
5,7,0.0,2,orth2,067
5,8,0.0,2,orth2,067
5,9,0.0,2,orth2,067
5,10,0.0,2,orth2,067
5,11,0.0,2,orth2,067
6,1,0.0,2,orth2,067
6,2,0.0,2,orth2,067
6,3,0.0,2,orth2,067
6,4,0.0,2,orth2,067
6,5,0.0,2,orth2,067
6,6,0.29591836734693877,2,orth2,067
6,7,0.0,2,orth2,067
6,8,0.0,2,orth2,067
6,9,0.0,2,orth2,067
6,10,0.0,2,orth2,067
6,11,0.0,2,orth2,067
7,1,0.0,2,orth2,067
7,2,0.0,2,orth2,067
7,3,0.0,2,orth2,067
7,4,0.0,2,orth2,067
7,5,0.0,2,orth2,067
7,6,0.0,2,orth2,067
7,7,0.13043478260869565,2,orth2,067
7,8,0.0,2,orth2,067
7,9,0.0,2,orth2,067
7,10,0.0,2,orth2,067
7,11,0.0,2,orth2,067
8,1,0.0,2,orth2,067
8,2,0.0,2,orth2,067
8,3,0.0,2,orth2,067
8,4,0.0,2,orth2,067
8,5,0.0,2,orth2,067
8,6,0.0,2,orth2,067
8,7,0.0,2,orth2,067
8,8,0.2897196261682243,2,orth2,067
8,9,0.0,2,orth2,067
8,10,0.0,2,orth2,067
8,11,0.0,2,orth2,067
9,1,0.0,2,orth2,067
9,2,0.0,2,orth2,067
9,3,0.0,2,orth2,067
9,4,0.0,2,orth2,067
9,5,0.0,2,orth2,067
9,6,0.0,2,orth2,067
9,7,0.0,2,orth2,067
9,8,0.0,2,orth2,067
9,9,0.046153846153846156,2,orth2,067
9,10,0.0,2,orth2,067
9,11,0.0,2,orth2,067
10,1,0.0,2,orth2,067
10,2,0.0,2,orth2,067
10,3,0.0,2,orth2,067
10,4,0.0,2,orth2,067
10,5,0.0,2,orth2,067
10,6,0.0,2,orth2,067
10,7,0.0,2,orth2,067
10,8,0.0,2,orth2,067
10,9,0.0,2,orth2,067
10,10,0.1896551724137931,2,orth2,067
10,11,0.0,2,orth2,067
11,1,0.0,2,orth2,067
11,2,0.0,2,orth2,067
11,3,0.0,2,orth2,067
11,4,0.0,2,orth2,067
11,5,0.0,2,orth2,067
11,6,0.0,2,orth2,067
11,7,0.0,2,orth2,067
11,8,0.0,2,orth2,067
11,9,0.0,2,orth2,067
11,10,0.0,2,orth2,067
11,11,0.09090909090909091,2,orth2,067
1,1,0.4044943820224719,orth1,1,068
1,2,0.0,orth1,1,068
1,3,0.0,orth1,1,068
1,4,0.0,orth1,1,068
1,5,0.0,orth1,1,068
1,6,0.0,orth1,1,068
1,7,0.0,orth1,1,068
1,8,0.0,orth1,1,068
1,9,0.0,orth1,1,068
1,10,0.0,orth1,1,068
1,11,0.0,orth1,1,068
2,1,0.0,orth1,1,068
2,2,0.20689655172413793,orth1,1,068
2,3,0.0,orth1,1,068
2,4,0.0,orth1,1,068
2,5,0.0,orth1,1,068
2,6,0.0,orth1,1,068
2,7,0.0,orth1,1,068
2,8,0.0,orth1,1,068
2,9,0.0,orth1,1,068
2,10,0.0,orth1,1,068
2,11,0.0,orth1,1,068
3,1,0.0,orth1,1,068
3,2,0.0,orth1,1,068
3,3,0.3149171270718232,orth1,1,068
3,4,0.0,orth1,1,068
3,5,0.0,orth1,1,068
3,6,0.0,orth1,1,068
3,7,0.0,orth1,1,068
3,8,0.0,orth1,1,068
3,9,0.0,orth1,1,068
3,10,0.0,orth1,1,068
3,11,0.0,orth1,1,068
4,1,0.0,orth1,1,068
4,2,0.0,orth1,1,068
4,3,0.0,orth1,1,068
4,4,0.48,orth1,1,068
4,5,0.0,orth1,1,068
4,6,0.0,orth1,1,068
4,7,0.0,orth1,1,068
4,8,0.0,orth1,1,068
4,9,0.0,orth1,1,068
4,10,0.0,orth1,1,068
4,11,0.0,orth1,1,068
5,1,0.0,orth1,1,068
5,2,0.0,orth1,1,068
5,3,0.0,orth1,1,068
5,4,0.0,orth1,1,068
5,5,0.03389830508474576,orth1,1,068
5,6,0.0,orth1,1,068
5,7,0.0,orth1,1,068
5,8,0.0,orth1,1,068
5,9,0.0,orth1,1,068
5,10,0.0,orth1,1,068
5,11,0.0,orth1,1,068
6,1,0.0,orth1,1,068
6,2,0.0,orth1,1,068
6,3,0.0,orth1,1,068
6,4,0.0,orth1,1,068
6,5,0.0,orth1,1,068
6,6,0.35714285714285715,orth1,1,068
6,7,0.0,orth1,1,068
6,8,0.0,orth1,1,068
6,9,0.0,orth1,1,068
6,10,0.0,orth1,1,068
6,11,0.0,orth1,1,068
7,1,0.0,orth1,1,068
7,2,0.0,orth1,1,068
7,3,0.0,orth1,1,068
7,4,0.0,orth1,1,068
7,5,0.0,orth1,1,068
7,6,0.0,orth1,1,068
7,7,0.391304347826087,orth1,1,068
7,8,0.0,orth1,1,068
7,9,0.0,orth1,1,068
7,10,0.0,orth1,1,068
7,11,0.0,orth1,1,068
8,1,0.0,orth1,1,068
8,2,0.0,orth1,1,068
8,3,0.0,orth1,1,068
8,4,0.0,orth1,1,068
8,5,0.0,orth1,1,068
8,6,0.0,orth1,1,068
8,7,0.0,orth1,1,068
8,8,0.35514018691588783,orth1,1,068
8,9,0.0,orth1,1,068
8,10,0.0,orth1,1,068
8,11,0.0,orth1,1,068
9,1,0.0,orth1,1,068
9,2,0.0,orth1,1,068
9,3,0.0,orth1,1,068
9,4,0.0,orth1,1,068
9,5,0.0,orth1,1,068
9,6,0.0,orth1,1,068
9,7,0.0,orth1,1,068
9,8,0.0,orth1,1,068
9,9,0.49230769230769234,orth1,1,068
9,10,0.0,orth1,1,068
9,11,0.0,orth1,1,068
10,1,0.0,orth1,1,068
10,2,0.0,orth1,1,068
10,3,0.0,orth1,1,068
10,4,0.0,orth1,1,068
10,5,0.0,orth1,1,068
10,6,0.0,orth1,1,068
10,7,0.0,orth1,1,068
10,8,0.0,orth1,1,068
10,9,0.0,orth1,1,068
10,10,0.06896551724137931,orth1,1,068
10,11,0.0,orth1,1,068
11,1,0.0,orth1,1,068
11,2,0.0,orth1,1,068
11,3,0.0,orth1,1,068
11,4,0.0,orth1,1,068
11,5,0.0,orth1,1,068
11,6,0.0,orth1,1,068
11,7,0.0,orth1,1,068
11,8,0.0,orth1,1,068
11,9,0.0,orth1,1,068
11,10,0.0,orth1,1,068
11,11,0.34545454545454546,orth1,1,068
1,1,0.0056179775280898875,orth2,2,068
1,2,0.0,orth2,2,068
1,3,0.0,orth2,2,068
1,4,0.0,orth2,2,068
1,5,0.0,orth2,2,068
1,6,0.0,orth2,2,068
1,7,0.0,orth2,2,068
1,8,0.0,orth2,2,068
1,9,0.0,orth2,2,068
1,10,0.0,orth2,2,068
1,11,0.0,orth2,2,068
